"ID","Player","Team","Position","Prim Pos","RkOv","Status","Age","Salary","Contract","Score","Ros","+/-","GP","Pt-D","G","A","2G+A","PIM","SOG","STP","Hit","Blk","TK/GV","Cor"
"*04zo4*","Brayden Tracey","(N/A)","F","F","7709","FA","24","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mh1*","Herman Traff","ANA","F","F","7711","FA","20","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0322x*","Peter Trainor","BUF","F","F","7712","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05x7c*","Eduards Tralmaks","DET","F","F","7713","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uh2*","Travis Treloar","(N/A)","F","F","7715","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0724j*","Teydon Trembecky","(N/A)","F","F","7716","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*026h9*","Hunter Tremblay","(N/A)","F","F","7718","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004no*","Jonathan Tremblay","(N/A)","F","F","7719","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01n83*","Nicholas Tremblay","BOS","F","F","7720","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0598s*","Maxim Trepanier","(N/A)","F","F","7721","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pyj*","Charlie Trethewey","PIT","D","D","7722","FA","18","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003gk*","T.J. Trevelyan","(N/A)","F","F","7725","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ym4*","Gleb Trikozov","CAR","F","F","7726","FA","21","1,000,000","FA","0","8%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ria*","Bobby Trivigno","NYR","F","F","7727","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01mtq*","Corey Trivino","NYI","F","F","7728","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kgy*","Steven Trojanovic","(N/A)","D","D","7730","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02o7v*","Branden Troock","(N/A)","F","F","7732","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01ztu*","Zach Trotman","PIT","D","D","7733","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0054h*","Brock Trotter","(N/A)","F","F","7734","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*072jt*","Parker Trottier","(N/A)","F","F","7735","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*073q5*","Felix Trudeau","STL","F","F","7736","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u4d*","William Trudeau","MTL","D","D","7738","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04l90*","Alexander True","FLA","F","F","7739","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003r9*","Vyacheslav Trukhno","(N/A)","F","F","7740","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xd5*","Scott Truman","(N/A)","F","F","7741","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01gjr*","Maxim Trunev","MTL","F","F","7742","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kgz*","Evan Trupp","(N/A)","F","F","7743","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ltw*","Jacob Truscott","DET","D","D","7744","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03avw*","Nikita Tryamkin","(N/A)","D","D","7745","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03eej*","Dwyer Tschantz","STL","F","F","7746","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05td9*","Sean Tschigerl","(N/A)","F","F","7747","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c9c*","Yaroslav Tsulygin","(N/A)","D","D","7748","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*059dl*","Alexei Tsyplakov","(N/A)","F","F","7749","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05kbm*","Luke Tuch","MTL","F","F","7750","FA","24","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04w55*","Odeen Tufto","(N/A)","F","F","7751","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*072hy*","Leevi Tukiainen","(N/A)","F","F","7752","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003tp*","Lauri Tukonen","(N/A)","F","F","7753","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c1u*","Oliver Tulk","(N/A)","F","F","7754","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ku8*","Tyler Tullio","UTA","F","F","7755","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0244y*","Kirill Tulupov","(N/A)","D","D","7756","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003sd*","Martin Tuma","(N/A)","D","D","7757","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zj2*","Samu Tuomaala","DAL","F","F","7760","FA","23","1,000,000","FA","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yaw*","Parker Tuomie","(N/A)","F","F","7761","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051td*","Antti Tuomisto","DET","D","D","7762","FA","25","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04l7x*","Yanick Turcotte","(N/A)","F","F","7763","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03eb8*","Dominic Turgeon","MIN","F","F","7764","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*038n5*","Tony Turgeon","FLA","D","D","7765","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xxo*","Brady Turko","ANA","F","F","7766","FA","18","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04arp*","Jerry Turkulainen","(N/A)","F","F","7767","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01cid*","Travis Turnbull","(N/A)","F","F","7768","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*071wv*","Oliver Turner","(N/A)","D","D","7769","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yjv*","Teemu Turunen","(N/A)","F","F","7771","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042y8*","Eetu Tuulola","CGY","F","F","7772","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rjd*","Joni Tuulola","(N/A)","D","D","7773","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ux4*","Leo Tuuva","(N/A)","F","F","7774","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wny*","Nick Tuzzolino","OTT","D","D","7775","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oyk*","Ryan Tverberg","TOR","F","F","7776","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02fqc*","Marek Tvrdon","DET","F","F","7777","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042wh*","Carsen Twarynski","VAN","F","F","7779","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04afm*","Artur Tyanulin","(N/A)","F","F","7780","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04lcv*","Jonathan Tychonick","(N/A)","D","D","7781","FA","26","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04l84*","Cole Tymkin","(N/A)","F","F","7782","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*015oo*","Dana Tyrell","(N/A)","F","F","7784","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*027h0*","Antti Tyrvainen","(N/A)","F","F","7785","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f7g*","Jarret Tyszka","MTL","D","D","7786","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xxy*","Nikita Tyurin","DET","D","D","7787","FA","18","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05lts*","Pavel Tyutnev","(N/A)","F","F","7788","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051vx*","Kirill Tyutyayev","DET","F","F","7789","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0598e*","Eric Uba","UTA","F","F","7790","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05n1i*","Jake Uberti","(N/A)","F","F","7791","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gt3*","Zach Uens","FLA","D","D","7792","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02fsp*","Dominik Uher","(N/A)","F","F","7793","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06md9*","Darels Uljanskis","ANA","D","D","7794","FA","19","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02417*","David Ullstrom","(N/A)","F","F","7796","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031qh*","Cole Ully","(N/A)","F","F","7797","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06bui*","Felix Unger Sorum","CAR","F","F","7799","nbracken","20","0","MNR","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*038n4*","Denny Urban","FLA","D","D","7802","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cab*","Jan Urbas","(N/A)","F","F","7804","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01mjd*","Alexander Urbom","(N/A)","D","D","7805","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06sn1*","Zach Urdahl","PIT","F","F","7806","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c1v*","Tuomas Uronen","VGK","F","F","7807","FA","21","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06por*","Loic Usereau","ANA","D","D","7808","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*059z1*","Ilya Usov","(N/A)","F","F","7809","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03eed*","Matt Ustaski","(N/A)","F","F","7810","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06md4*","Daniil Ustinkov","(N/A)","D","D","7812","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qzw*","Toni Utunen","VAN","D","D","7814","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ni*","Jak Vaarwerk","(N/A)","F","F","7815","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02j0m*","Martin Vagner","(N/A)","D","D","7817","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*070h1*","Eetu Vahalahti","(N/A)","D","D","7818","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03edo*","Julius Vahatalo","DET","F","F","7819","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02nql*","Brady Vail","(N/A)","F","F","7820","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rid*","Veeti Vainio","(N/A)","D","D","7821","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02o7k*","Mikko Vainonen","(N/A)","D","D","7822","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06luu*","Joona Vaisanen","PIT","D","D","7823","FA","21","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uf3*","Kalle Vaisanen","NYR","F","F","7824","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hcu*","Veeti Vaisanen","UTA","D","D","7825","FA","20","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rmv*","Justin Vaive","(N/A)","F","F","7826","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*043r6*","Ondrej Vala","DAL","D","D","7827","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003fc*","Boris Valabik","(N/A)","D","D","7828","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*065ga*","Reid Valade","(N/A)","F","F","7829","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06sfv*","Liam Valente","(N/A)","F","F","7830","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004km*","Pavel Valentenko","(N/A)","D","D","7831","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kip*","Dallas Valentine","(N/A)","D","D","7832","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*023fx*","Scott Valentine","(N/A)","D","D","7833","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*070fq*","Adam Valentini","(N/A)","F","F","7834","FA","17","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ebc*","Rinat Valiev","(N/A)","D","D","7836","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*048x7*","Juuso Valimaki","CAR","D","D","7837","FA","27","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06chj*","Borya Valis","TOR","F","F","7838","FA","21","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cys*","Curtis Valk","(N/A)","F","F","7839","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04lcu*","Giovanni Vallati","CBJ","D","D","7840","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ua1*","Nolan Valleau","(N/A)","D","D","7841","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ygt*","David Vallorani","(N/A)","F","F","7842","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06oxt*","Matthew Van Blaricom","(N/A)","F","F","7843","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03bnh*","Bryce Van Brabant","(N/A)","F","F","7844","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051x8*","Jackson van de Leest","NJD","D","D","8395","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*070gz*","Guus Van der Kaaij","(N/A)","D","D","7853","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*030vi*","Mark Van Guilder","(N/A)","F","F","7845","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r6d*","Shea Van Olm","(N/A)","F","F","7846","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051yy*","Chris Van Os-Shaw","(N/A)","F","F","7847","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03enb*","Brendan van Riemsdyk","(N/A)","F","F","8394","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xbd*","Ryan Van Stralen","EDM","F","F","7849","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mjf*","Lucas Van Vliet","VGK","F","F","7850","FA","20","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mix*","Jack Van Volsen","(N/A)","F","F","7851","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*065jq*","Garrett Van Wyhe","NJD","F","F","7852","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mb2*","Marek Vanacker","CHI","F","F","7855","sweinste","19","0","MNR","0","13%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02g30*","Troy Vance","(N/A)","D","D","7856","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rfu*","Mitch Vande Sompel","FLA","D","D","7857","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0667c*","A.J. Vanderbeck","(N/A)","F","F","7859","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*023os*","Chris VandeVelde","(N/A)","F","F","7858","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xwp*","Blake Vanek","OTT","F","F","7860","FA","18","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ydv*","Matias Vanhanen","(N/A)","F","F","7861","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yb8*","Lassi Vanhatalo","(N/A)","F","F","7862","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ec0*","Alexis Vanier","SJS","D","D","7863","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031o7*","Tommy Vannelli","(N/A)","D","D","7864","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pz0*","Shane Vansaghi","PHI","F","F","7865","FA","19","1,000,000","FA","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06clc*","Nicholas VanTassell","OTT","F","F","7854","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02igf*","Philip Varone","(N/A)","F","F","7867","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*048kt*","Charlie Vasaturo","TBL","D","D","7868","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02odz*","Valeri Vasiliev","(N/A)","D","D","7869","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0569r*","Anton Vasilyev","(N/A)","F","F","7870","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06unf*","Malte Vass","CBJ","D","D","7871","FA","19","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01s4e*","Sami Vatanen","(N/A)","D","D","7872","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pp4*","Corbin Vaughan","NYR","D","D","7873","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06poq*","Jaxsin Vaughan","ANA","F","F","7874","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03knz*","Scooter Vaughan","(N/A)","F","F","7875","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03m1s*","Taylor Vause","(N/A)","F","F","7876","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03lrb*","Mike Vecchione","WSH","F","F","7879","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cea*","Maxim Vehovsky","(N/A)","F","F","7882","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*005i3*","Keven Veilleux","UTA","F","F","7884","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tml*","Philippe Veilleux","(N/A)","F","F","7885","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031sp*","Tommy Veilleux","NSH","F","F","7886","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06lo5*","Xavier Veilleux","NYI","D","D","7887","FA","20","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02frm*","Yannick Veilleux","(N/A)","F","F","7888","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*062sn*","Klavs Veinbergs","TBL","F","F","7889","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rfz*","Lukas Vejdemo","(N/A)","F","F","7890","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rjm*","Marcus Vela","SJS","F","F","7891","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0243n*","Alex Velischek","PIT","F","F","7892","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*064nb*","Denis Vengryzhanovsky","(N/A)","F","F","7895","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04nsu*","Hayden Verbeek","DET","F","F","7896","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*048kv*","Ryan Verbeek","TBL","F","F","7897","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06chm*","Thomas Verdon","(N/A)","F","F","7898","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06i0c*","Gleb Veremyev","NYI","F","F","7899","FA","21","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r5z*","Keaton Verhoeff","(N/A)","D","D","7900","FA","17","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031un*","Joel Vermin","(N/A)","F","F","7901","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004kd*","Michael Vernace","(N/A)","D","D","7902","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04m5f*","Max Veronneau","SJS","F","F","7904","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05wwa*","Antonin Verreault","(N/A)","F","F","7905","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kno*","Jerome Verrier","(N/A)","F","F","7906","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r6i*","Natan Vertes","(N/A)","F","F","7907","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0457c*","Kristian Vesalainen","WPG","F","F","7908","FA","26","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03edb*","Tyler Vesel","(N/A)","F","F","7909","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02npr*","Jimmy Vesey","(N/A)","F","F","7910","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03edg*","Nolan Vesey","(N/A)","F","F","7911","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c97*","Petter Vesterheim","(N/A)","F","F","7912","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*072iz*","Roope Vesterinen","(N/A)","F","F","7913","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*024wu*","Linden Vey","(N/A)","F","F","7914","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060xg*","Markus Vidicek","(N/A)","F","F","7915","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04a67*","Sebastian Vidmar","(N/A)","F","F","7916","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uoo*","Marek Viedensky","(N/A)","F","F","7917","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04uqk*","Evan Vierling","PIT","F","F","7918","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xxz*","Maxon Vig","MTL","D","D","7919","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004l2*","John Vigilante","(N/A)","F","F","7920","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04az1*","Sam Vigneault","(N/A)","F","F","7921","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
