"ID","Player","Team","Position","Prim Pos","Rookie","RkOv","Status","Age","Salary","Contract","Score","Ros","+/-","GP","Pt-D","G","A","2G+A","PIM","SOG","STP","Hit","Blk","Tk","Cor"
"*05ykq*","Pavol Regenda","(N/A)","F","F","","723","FA","26","1,000,000","FA","38.64","7%","-2%","22","0","8","1","17","17","38","3","53","6","0","0"
"*04bjt*","Nick DeSimone","UTA","D","D","","724","FA","31","1,000,000","FA","38.59","2%","0%","44","10","2","8","12","10","40","0","23","36","0","0"
"*04z4m*","Mitchell Chaffee","NYI","F","F","","725","FA","28","1,000,000","FA","38.47","3%","0%","37","0","3","3","9","10","34","2","87","15","0","0"
"*02yli*","Mattias Janmark","EDM","F","F","","726","FA","33","1,000,000","FA","38.36","2%","0%","58","0","2","9","13","29","38","2","24","18","0","0"
"*04r0a*","Declan Chisholm","NJD","D","D","","727","FA","26","1,000,000","FA","38.24","4%","0%","37","12","2","10","14","8","32","0","16","34","0","0"
"*031qn*","Carson Soucy","CBJ","D","D","","728","FA","32","1,000,000","FA","38.18","2%","0%","32","5","2","3","7","17","28","0","45","39","0","0"
"*01kn1*","Evgenii Dadonov","(N/A)","F","F","","729","FA","37","1,000,000","FA","38.12","2%","0%","51","0","7","6","20","7","58","1","23","24","0","0"
"*04zj9*","Ben Meyers","SEA","F","F","","730","FA","27","1,000,000","FA","38.11","4%","0%","42","0","5","6","16","13","48","0","53","11","0","0"
"*01f3l*","Dmitry Kulikov","FLA","D","D","","731","FA","35","1,000,000","FA","38.07","4%","0%","33","5","2","3","7","19","28","0","49","31","0","0"
"*04xcp*","Kyle MacLean","NYI","F","F","","732","FA","27","1,000,000","FA","38.04","2%","0%","38","0","2","4","8","22","29","0","74","14","0","0"
"*05k9a*","Emil Andrae","TOR","D","D","","733","FA","24","1,000,000","FA","38.03","15%","-2%","31","8","2","6","10","12","22","2","34","33","0","0"
"*02nps*","Mackenzie MacEachern","VAN","F","F","","734","FA","32","1,000,000","FA","37.98","2%","0%","25","0","3","9","15","31","19","0","34","16","0","0"
"*03ee1*","Pierre Engvall","NYI","F","F","","735","FA","30","1,000,000","FA","37.9","2%","0%","37","0","6","7","19","13","59","0","30","11","0","0"
"*03w5r*","Tyson Jost","NSH","F","F","","736","FA","28","1,000,000","FA","37.8","2%","0%","38","0","4","4","12","17","51","2","37","17","0","0"
"*05u12*","Zack Ostapchuk","SJS","F","F","","737","FA","23","1,000,000","FA","37.8","7%","-1%","33","0","2","1","5","25","24","0","77","17","0","0"
"*03zum*","Nathan Bastian","FLA","F","F","","739","FA","28","1,000,000","FA","37.75","1%","0%","31","0","5","2","12","18","24","0","75","9","0","0"
"*03rji*","Steven Lorentz","TOR","F","F","","740","FA","30","1,000,000","FA","37.65","4%","-1%","33","0","3","5","11","6","32","1","73","21","0","0"
"*04qzh*","John St. Ivany","WPG","D","D","","741","FA","27","1,000,000","FA","37.62","7%","-1%","25","6","0","6","6","11","22","0","61","31","0","0"
"*06axz*","Bradly Nadeau","CAR","F","F","","742","BULLIES","21","0","MNR","37.28","44%","-3%","30","0","7","0","14","7","34","4","53","13","0","0"
"*05kj8*","Yan Kuznetsov","CGY","D","D","","743","FA","24","1,000,000","FA","37.28","14%","-2%","24","5","1","4","6","12","27","1","34","44","0","0"
"*05rb9*","Conor Geekie","TBL","F","F","","744","FA","22","1,000,000","FA","37.28","33%","-3%","32","0","3","4","10","14","29","0","71","14","0","0"
"*060wx*","Reid Schaefer","NSH","F","F","","745","btsay45","23","0","MNR","37.19","14%","-2%","32","0","4","1","9","11","27","0","74","21","0","0"
"*04xob*","Brett Leason","SJS","F","F","","746","FA","27","1,000,000","FA","37.09","2%","0%","39","0","4","5","13","7","41","0","48","25","0","0"
"*02wy8*","Adam Erne","(N/A)","F","F","","747","FA","31","1,000,000","FA","37.08","1%","0%","29","0","3","1","7","11","27","0","90","12","0","0"
"*042x4*","Noah Gregor","WPG","F","F","","748","FA","28","1,000,000","FA","37","2%","0%","30","0","4","4","12","18","36","2","40","12","0","0"
"*03ecc*","Danton Heinen","CBJ","F","F","","749","FA","31","1,000,000","FA","36.92","2%","0%","33","0","5","6","16","12","35","0","38","18","0","0"
"*02o88*","Ben Hutton","OTT","D","D","","752","FA","33","1,000,000","FA","36.85","2%","0%","29","8","3","5","11","10","39","0","16","30","0","0"
"*042t1*","Luke Kunin","(N/A)","F","F","","753","FA","28","1,000,000","FA","36.8","2%","0%","27","0","2","3","7","21","26","0","55","21","0","0"
"*01ztg*","Tyler Pitlick","MIN","F","F","","754","FA","34","1,000,000","FA","36.55","1%","0%","31","0","1","0","2","20","27","0","75","18","0","0"
"*060on*","Adam Sykora","NYR","F","F","","755","ROO","22","0","MNR","36.55","13%","-2%","26","0","3","2","8","12","46","0","47","24","0","0"
"*03m3m*","Troy Stecher","TOR","D","D","","756","FA","32","1,000,000","FA","36.49","3%","0%","34","6","1","5","7","12","33","0","18","41","0","0"
"*06qw6*","Josh Samanski","EDM","F","F","","757","FA","24","1,000,000","FA","36.48","7%","-1%","47","0","4","4","12","11","17","0","53","26","0","0"
"*02wy2*","Curtis Lazar","(N/A)","F","F","","758","FA","31","1,000,000","FA","36.48","1%","0%","33","0","3","3","9","9","24","0","73","17","0","0"
"*04qvg*","Jacob Bernard-Docker","DET","D","D","","759","FA","26","1,000,000","FA","36.35","4%","-1%","31","4","1","3","5","13","21","0","32","46","0","0"
"*0624d*","Dominic James","TBL","F","F","","760","FA","24","1,000,000","FA","36.34","12%","-2%","33","0","5","6","16","6","43","0","44","10","0","0"
"*03rfe*","Kyle Capobianco","DAL","D","D","","761","FA","29","1,000,000","FA","36.31","2%","0%","45","7","2","5","9","13","23","0","15","38","0","0"
"*03d5e*","Robby Fabbri","(N/A)","F","F","","763","FA","30","1,000,000","FA","36.28","1%","0%","25","0","4","3","11","15","35","2","41","11","0","0"
"*03rf3*","Jordan Greenway","CHI","F","F","","764","FA","29","1,000,000","FA","36.19","3%","0%","27","0","1","5","7","22","26","0","46","18","0","0"
"*042yc*","Michael Pezzetta","TOR","F","F","","765","FA","28","1,000,000","FA","36.11","2%","0%","18","0","0","1","1","39","9","0","63","6","0","0"
"*04anj*","Calle Rosen","STL","D","D","","766","FA","32","1,000,000","FA","36.1","1%","0%","18","7","1","6","8","20","28","0","9","28","0","0"
"*05r1b*","Rutger McGroarty","PIT","F","F","","767","Wags8210","22","0","MNR","36.08","41%","-4%","33","0","5","5","15","5","51","0","38","12","0","0"
"*051wb*","Juuso Parssinen","NYR","F","F","","768","FA","25","1,000,000","FA","36.07","5%","-1%","30","0","5","3","13","14","25","0","45","15","0","0"
"*05u64*","Charles-Alexis Legault","CAR","D","D","","770","FA","23","1,000,000","FA","35.93","7%","-1%","19","6","3","3","9","24","19","0","22","16","0","0"
"*05ybo*","Nick Blankenburg","TOR","D","D","","771","FA","28","1,000,000","FA","35.88","8%","-1%","22","8","3","5","11","5","27","2","20","23","0","0"
"*06maz*","Ilya Protas","WSH","F","F","R","772","mcianfra","20","0","MNR","35.81","60%","-3%","33","0","3","6","12","17","63","1","0","17","0","0"
"*05oy1*","Matt Rempe","NYR","F","F","","773","PuckLuck","24","2,100,000","RFA1","35.77","8%","-2%","25","0","1","1","3","22","15","0","78","7","0","0"
"*04f1w*","Jacob Bryson","DET","D","D","","774","FA","28","1,000,000","FA","35.75","2%","0%","46","8","2","6","10","10","21","0","14","32","0","0"
"*04rn8*","Egor Zamula","(N/A)","D","D","","775","FA","26","1,000,000","FA","35.7","2%","0%","38","6","1","5","7","6","24","1","12","48","0","0"
"*01ztq*","Nick Bjugstad","NJD","F","F","","776","FA","34","1,000,000","FA","35.69","4%","0%","26","0","3","2","8","14","37","1","44","14","0","0"
"*06kxn*","Sam Morton","CGY","F","F","","777","FA","27","1,000,000","FA","35.67","2%","0%","15","0","0","0","0","45","15","0","45","5","0","0"
"*05r2y*","Ivan Miroshnichenko","WSH","F","F","","778","mcianfra","22","0","MNR","35.5","27%","-3%","36","0","3","2","8","7","34","0","58","17","0","0"
"*02nqk*","Erik Gustafsson","LAK","D","D","","779","FA","34","1,000,000","FA","35.49","4%","0%","22","8","2","6","10","10","26","2","14","18","0","0"
"*05rkt*","Ilya Safonov","VAN","F","F","","780","FA","25","1,000,000","FA","35.44","4%","-1%","20","0","4","5","13","12","43","0","21","17","0","0"
"*048x6*","Jesper Boqvist","NJD","F","F","","781","FA","27","1,000,000","FA","35.43","4%","0%","31","0","2","4","8","7","29","1","60","13","0","0"
"*05und*","Nikita Grebenkin","PHI","F","F","","782","TommyG10","23","0","MNR","35.32","11%","-2%","28","0","2","5","9","23","16","0","44","8","0","0"
"*05riz*","David Jiricek","PHI","D","D","","783","FA","22","1,000,000","FA","35.25","28%","-3%","45","2","0","2","2","26","28","0","17","33","0","0"
"*066on*","Michael Brandsegg-Nygard","DET","F","F","","784","mcianfra","20","0","MNR","35.18","35%","-4%","28","0","0","2","2","4","40","0","88","6","0","0"
"*05xcm*","Jonathan Lekkerimaki","VAN","F","F","","785","mcianfra","22","0","MNR","35.1","36%","-3%","47","0","6","3","15","0","44","0","34","16","0","0"
"*04f18*","Jonas Rondbjerg","VGK","F","F","","786","FA","27","1,000,000","FA","34.94","2%","0%","64","0","0","9","9","0","91","0","9","18","0","0"
"*039ci*","Haydn Fleury","WPG","D","D","","787","FA","30","1,000,000","FA","34.91","2%","0%","24","4","2","2","6","8","19","0","33","34","0","0"
"*05ymo*","Owen Beck","MTL","F","F","","788","btsay45","22","0","MNR","34.9","17%","-3%","36","0","2","0","4","12","26","0","58","19","0","0"
"*05rer*","Zach Metsa","BUF","D","D","","789","FA","27","1,000,000","FA","34.86","4%","0%","47","7","2","5","9","8","26","0","5","34","0","0"
"*05ymt*","Arshdeep Bains","VAN","F","F","","790","FA","25","1,000,000","FA","34.85","5%","0%","39","0","2","5","9","16","23","2","36","8","0","0"
"*031vc*","Luke Glendening","(N/A)","F","F","","792","FA","37","1,000,000","FA","34.79","2%","0%","36","0","2","2","6","5","26","1","49","26","0","0"
"*05k9e*","Ozzy Wiesblatt","NSH","F","F","","794","FA","24","1,000,000","FA","34.77","8%","-1%","23","0","1","2","4","21","15","0","57","10","0","0"
"*01ztz*","Justin Holl","WSH","D","D","","795","FA","34","1,000,000","FA","34.74","1%","0%","33","5","2","3","7","13","17","0","21","29","0","0"
"*01zun*","Alex Petrovic","FLA","D","D","","796","FA","34","1,000,000","FA","34.7","3%","0%","19","3","1","2","4","17","20","0","31","26","0","0"
"*04ajl*","Benoit-Olivier Groulx","TOR","F","F","","797","FA","26","1,000,000","FA","34.69","8%","-1%","22","0","3","2","8","3","34","1","55","12","0","0"
"*02nq6*","Oskar Sundqvist","STL","F","F","","798","FA","32","1,000,000","FA","34.67","3%","0%","24","0","2","6","10","13","19","2","31","14","0","0"
"*05ymn*","Maveric Lamoureux","UTA","D","D","","799","PuckLuck","22","0","MNR","34.49","24%","-3%","15","3","0","3","3","20","15","0","30","25","0","0"
"*057yc*","Brennan Othmann","CGY","F","F","","800","FA","23","1,000,000","FA","34.47","19%","-2%","22","0","2","2","6","10","20","2","54","10","0","0"
"*0440p*","Dominik Shine","DET","F","F","","802","FA","33","1,000,000","FA","34.42","2%","0%","32","0","6","0","12","16","24","0","28","10","0","0"
"*02fzd*","Mike Reilly","CAR","D","D","","803","FA","33","1,000,000","FA","34.34","3%","0%","21","5","1","4","6","12","33","2","10","19","0","0"
"*01zr5*","Derek Forbort","(N/A)","D","D","","804","FA","34","1,000,000","FA","34.31","1%","0%","21","2","0","2","2","17","14","0","29","35","0","0"
"*05oxq*","Mikael Pyyhtia","CBJ","F","F","","805","FA","24","1,000,000","FA","34.16","4%","0%","34","0","5","4","14","3","31","0","15","26","0","0"
"*06lvc*","Harrison Brunicke","PIT","D","D","","807","mcianfra","20","0","MNR","34.09","27%","-3%","23","4","1","3","5","15","20","0","10","33","0","0"
"*05ymk*","Luca Del Bel Belluz","CBJ","F","F","","808","TommyG10","22","0","MNR","34.07","20%","-3%","41","0","1","6","8","10","35","0","10","31","0","0"
"*04l8t*","Alex Belzile","MTL","F","F","","809","FA","35","1,000,000","FA","33.97","1%","0%","20","0","3","7","13","8","33","0","18","13","0","0"
"*04la0*","Adam Boqvist","(N/A)","D","D","","810","FA","26","1,000,000","FA","33.83","3%","-1%","27","6","1","5","7","7","22","2","10","22","0","0"
"*05l28*","Daemon Hunt","MIN","D","D","","811","FA","24","1,000,000","FA","33.81","4%","-1%","28","5","0","5","5","5","16","0","18","38","0","0"
"*05xwt*","Taylor Ward","LAK","F","F","","812","FA","28","1,000,000","FA","33.74","2%","0%","34","0","3","3","9","7","36","0","35","9","0","0"
"*061a2*","Sandis Vilmanis","FLA","F","F","","813","FA","22","1,000,000","FA","33.62","10%","-1%","25","0","4","2","10","4","21","0","52","6","0","0"
"*03eb7*","Justin Kirkland","MIN","F","F","","814","FA","30","1,000,000","FA","33.59","3%","0%","29","0","2","3","7","6","15","0","50","16","0","0"
"*04xe1*","Jakob Pelletier","TBL","F","F","","815","FA","25","1,000,000","FA","33.37","13%","-2%","29","0","2","5","9","5","29","0","34","12","0","0"
"*02not*","Brendan Gaunce","BOS","F","F","","816","FA","32","1,000,000","FA","33.34","2%","0%","19","0","2","2","6","9","21","2","33","14","0","0"
"*01ztf*","Calle Jarnkrok","(N/A)","F","F","","817","FA","35","1,000,000","FA","33.27","1%","0%","38","0","4","3","11","7","34","0","25","7","0","0"
"*04qyg*","Alec Regula","EDM","D","D","","818","FA","26","1,000,000","FA","33.2","4%","-1%","19","2","0","2","2","23","11","0","10","29","0","0"
"*05ymp*","Kevin Korchinski","CHI","D","D","","819","mertin","22","1,500,000","ELC1","33.09","28%","-4%","26","5","1","4","6","7","20","1","7","26","0","0"
"*05ws4*","Otto Stenberg","STL","F","F","","820","BHHC","21","0","MNR","33.07","26%","-3%","23","0","2","5","9","4","22","1","35","10","0","0"
"*060xd*","Kai Uchacz","VGK","F","F","","821","FA","23","1,000,000","FA","32.99","4%","0%","15","0","0","0","0","25","10","0","35","15","0","0"
"*03h4z*","Dryden Hunt","CGY","F","F","","822","FA","30","1,000,000","FA","32.95","1%","0%","18","0","0","3","3","9","21","0","48","12","0","0"
"*060uq*","Wilmer Skoog","DET","F","F","","823","FA","27","1,000,000","FA","32.92","2%","0%","12","0","0","8","8","16","16","0","8","20","0","0"
"*060j7*","Isaiah George","NYI","D","D","","824","FA","22","1,000,000","FA","32.75","8%","-1%","25","6","1","5","7","3","19","0","9","25","0","0"
"*03edx*","Sammy Blais","OTT","F","F","","825","FA","30","1,000,000","FA","32.75","3%","0%","14","0","2","3","7","7","10","0","50","7","0","0"
"*060py*","Brian Halonen","BOS","F","F","","826","FA","27","1,000,000","FA","32.74","2%","0%","22","0","2","2","6","14","10","0","44","4","0","0"
"*05tqs*","Nolan Allan","SJS","D","D","","827","FA","23","1,000,000","FA","32.71","8%","-1%","18","3","0","3","3","8","11","0","33","22","0","0"
"*05gsr*","Matt Kiersted","MIN","D","D","","828","FA","28","1,000,000","FA","32.69","1%","0%","22","4","0","4","4","0","13","4","0","40","0","0"
"*004mz*","Ryan Reaves","(N/A)","F","F","","829","FA","39","1,000,000","FA","32.64","1%","0%","18","0","1","0","2","14","9","0","57","5","0","0"
"*01d69*","Brendan Smith","(N/A)","D","D","","830","FA","37","1,000,000","FA","32.64","1%","0%","16","4","1","3","5","13","13","0","19","15","0","0"
"*06cfs*","Florian Xhekaj","MTL","F","F","","831","FA","22","1,000,000","FA","32.63","13%","-1%","15","0","0","3","3","21","12","0","27","12","0","0"
"*04zb8*","Phillip Tomasino","OTT","F","F","","832","FA","25","1,000,000","FA","32.56","5%","-1%","20","0","3","4","10","4","30","1","18","10","0","0"
"*0644d*","Gavin Brindley","COL","F","F","","833","btsay45","21","0","MNR","32.45","24%","-3%","31","0","3","4","10","4","34","0","20","8","0","0"
"*045ch*","Dylan Coghlan","VGK","D","D","","834","FA","28","1,000,000","FA","32.45","1%","0%","19","0","0","0","0","19","19","0","19","25","0","0"
"*05u0t*","Ethan Del Mastro","CHI","D","D","","835","TommyG10","23","0","MNR","32.44","10%","-2%","18","2","0","2","2","15","17","0","20","20","0","0"
"*03pcy*","Dakota Mermis","TOR","D","D","","836","FA","32","1,000,000","FA","32.43","1%","0%","17","4","2","2","6","13","10","0","13","17","0","0"
"*05r9l*","Justin Danforth","BUF","F","F","","837","FA","33","1,000,000","FA","32.41","3%","0%","16","0","2","3","7","7","22","0","28","13","0","0"
"*062pv*","Jared Wright","LAK","F","F","","838","FA","23","1,000,000","FA","32.37","4%","0%","24","0","0","4","4","4","33","0","28","18","0","0"
"*06449*","Nate Danielson","DET","F","F","","839","CGN","21","0","MNR","32.34","32%","-3%","29","0","2","5","9","4","32","3","8","9","0","0"
"*06h9j*","Connor Clattenburg","EDM","F","F","","840","FA","21","1,000,000","FA","32.32","7%","-1%","9","0","2","0","4","23","5","0","31","5","0","0"
"*04f8b*","Ben Jones","CGY","F","F","","841","FA","27","1,000,000","FA","32.23","2%","0%","25","0","1","2","4","2","23","0","50","9","0","0"
"*03mn5*","Patrik Laine","(N/A)","F","F","","842","FA","28","1,000,000","FA","32.18","21%","-4%","14","0","4","3","11","5","27","3","7","5","0","0"
"*04zow*","John Beecher","FLA","F","F","","843","FA","25","1,000,000","FA","32.15","3%","0%","19","0","1","1","3","13","18","2","18","16","0","0"
"*05nit*","Isaak Phillips","WPG","D","D","","844","FA","24","1,000,000","FA","32.14","3%","-1%","14","3","0","3","3","11","14","0","22","17","0","0"
"*05g48*","Parker Ford","WPG","F","F","","845","FA","26","1,000,000","FA","32.12","3%","0%","23","0","0","2","2","5","16","0","44","18","0","0"
"*02oax*","Vinnie Hinostroza","COL","F","F","","846","FA","32","1,000,000","FA","32.12","2%","0%","21","0","2","4","8","10","22","1","14","9","0","0"
"*03rg1*","Dennis Gilbert","BUF","D","D","","847","FA","29","1,000,000","FA","32.08","1%","0%","13","3","0","3","3","12","5","0","24","19","0","0"
"*067yd*","David Reinbacher","MTL","D","D","","848","btsay45","21","0","MNR","31.93","43%","-3%","17","6","0","6","6","0","26","0","9","17","0","0"
"*060jc*","Hunter Haight","MIN","F","F","","849","FA","22","1,000,000","FA","31.86","8%","-1%","21","0","2","2","6","9","30","0","23","5","0","0"
"*04geq*","Jake Christiansen","CBJ","D","D","","850","FA","27","1,000,000","FA","31.85","2%","0%","29","2","0","2","2","6","22","0","22","22","0","0"
"*051v9*","Adam Edstrom","NSH","F","F","","851","FA","25","1,000,000","FA","31.82","5%","-1%","19","0","2","2","6","3","17","0","36","12","0","0"
"*02wki*","Kurtis MacDermid","OTT","F,D","F","","852","FA","32","1,000,000","FA","31.77","1%","0%","18","0","0","1","1","28","4","0","22","6","0","0"
"*03w83*","Urho Vaakanainen","NYR","D","D","","853","FA","27","1,000,000","FA","31.77","3%","0%","22","4","0","4","4","9","16","0","9","19","0","0"
"*01mjf*","Travis Hamonic","(N/A)","D","D","","854","FA","36","1,000,000","FA","31.67","1%","0%","15","1","0","1","1","13","14","0","18","23","0","0"
"*05ug8*","Tyson Kozak","BUF","F","F","","855","FA","23","1,000,000","FA","31.61","6%","-1%","19","0","1","1","3","1","12","0","48","15","0","0"
"*04qyj*","Jordan Harris","BOS","D","D","","856","FA","26","1,000,000","FA","31.59","4%","0%","17","5","1","4","6","3","15","0","10","18","0","0"
"*03knn*","Hayden Hodgson","OTT","F","F","","857","FA","30","1,000,000","FA","31.51","1%","0%","16","0","0","0","0","18","5","0","48","0","0","0"
"*06i09*","Jacob Quillan","TOR","F","F","","858","FA","24","1,000,000","FA","31.42","5%","-1%","21","0","1","2","4","2","13","0","42","12","0","0"
"*04zb7*","Ville Heinola","VGK","D","D","","860","FA","25","1,000,000","FA","31.4","8%","-1%","23","0","0","0","0","13","26","0","20","16","0","0"
"*03eav*","Nicolas Aube-Kubel","MIN","F","F","","861","FA","30","1,000,000","FA","31.4","1%","0%","14","0","1","3","5","10","13","0","28","7","0","0"
"*05ltn*","Landon Slaggert","CHI","F","F","","862","FA","24","1,000,000","FA","31.38","4%","-1%","21","0","1","2","4","7","18","0","30","10","0","0"
"*04bpi*","David Kampf","(N/A)","F","F","","863","FA","31","1,000,000","FA","31.35","1%","0%","22","0","1","3","5","6","19","0","23","13","0","0"
"*06rus*","Brady Martin","NSH","F","F","","864","btsay45","19","0","MNR","31.2","49%","-4%","34","0","2","6","10","0","22","0","0","22","0","0"
"*05oxu*","Matt Kessel","NYI","D","D","","866","FA","26","1,000,000","FA","31.11","3%","0%","19","2","1","1","3","7","14","0","16","19","0","0"
"*04sy1*","Arthur Kaliyev","(N/A)","F","F","","867","FA","25","1,000,000","FA","31.08","4%","-1%","19","0","2","4","8","2","34","2","8","2","0","0"
"*06pyp*","Radim Mrtka","BUF","D","D","","868","BULLIES","19","0","MNR","31.05","38%","-4%","9","3","1","2","4","6","22","0","18","7","0","0"
"*0440o*","Zachary Aston-Reese","PHI","F","F","","869","FA","32","1,000,000","FA","31.01","2%","0%","13","0","1","2","4","5","11","0","35","9","0","0"
"*04z0g*","Vladislav Kolyachonok","NJD","D","D","","870","FA","25","1,000,000","FA","30.98","4%","-1%","16","4","1","3","5","5","13","0","8","16","0","0"
"*04arn*","Pierre-Olivier Joseph","CAR","D","D","","871","FA","27","1,000,000","FA","30.95","2%","0%","17","3","1","2","4","7","13","0","12","15","0","0"
"*06c6u*","Drew Fortescue","NYR","D","D","","872","FA","21","1,000,000","FA","30.92","7%","-1%","18","4","0","4","4","8","6","0","12","14","0","0"
"*05ltb*","Brett Berard","MTL","F","F","","873","FA","24","1,000,000","FA","30.87","8%","-1%","17","0","1","1","3","6","19","0","25","12","0","0"
"*0570x*","Brad Lambert","WPG","F","F","","874","TommyG10","22","0","MNR","30.87","28%","-4%","20","0","2","2","6","5","20","1","18","6","0","0"
"*058t9*","Seamus Casey","NJD","D","D","","875","nebsnave","22","0","MNR","30.73","32%","-3%","16","5","2","3","7","0","20","0","8","8","0","0"
"*05kei*","Lukas Reichel","BOS","F","F","","876","FA","24","1,000,000","FA","30.64","9%","-1%","22","0","2","4","8","4","20","0","8","10","0","0"
"*05tpa*","Ville Koivunen","PIT","F","F","","877","TommyG10","23","0","MNR","30.63","29%","-4%","22","0","1","3","5","6","21","3","3","8","0","0"
"*02o7o*","Dominic Toninato","CHI","F","F","","878","FA","32","1,000,000","FA","30.62","1%","0%","18","0","0","2","2","12","14","0","26","4","0","0"
"*05rj2*","Scott Morrow","NYR","D","D","","879","nebsnave","23","0","MNR","30.48","25%","-3%","15","4","0","4","4","2","14","1","5","15","0","0"
"*05ra8*","Hunter Brzustewicz","CGY","D","D","","880","ROO","21","0","MNR","30.38","22%","-3%","17","3","1","2","4","2","16","1","11","11","0","0"
"*04qzx*","Spencer Stastney","EDM","D","D","","881","FA","26","1,000,000","FA","30.34","4%","-1%","15","3","1","2","4","5","12","1","3","15","0","0"
"*031sy*","Anton Blidh","NYR","F","F","","882","FA","31","1,000,000","FA","30.34","1%","0%","15","0","0","3","3","0","15","0","45","0","0","0"
"*01zub*","Dylan McIlrath","WSH","D","D","","883","FA","34","1,000,000","FA","30.32","1%","0%","13","0","0","0","0","13","6","0","28","9","0","0"
"*05ugz*","Joel Nystrom","CAR","D","D","","885","FA","24","1,000,000","FA","30.26","7%","-1%","12","5","2","3","7","2","14","0","3","7","0","0"
"*05rjx*","Walker Duehr","WPG","F","F","","886","FA","28","1,000,000","FA","30.23","2%","0%","16","0","0","2","2","2","11","0","37","8","0","0"
"*048y7*","Kevin Rooney","(N/A)","F","F","","887","FA","33","1,000,000","FA","30.14","0%","0%","15","0","2","1","5","2","12","0","24","9","0","0"
"*062pq*","Cole O'Hara","NSH","F","F","","888","FA","24","1,000,000","FA","30.09","4%","0%","19","0","0","3","3","0","19","0","38","0","0","0"
"*04qzt*","Angus Crookshank","FLA","F","F","","889","FA","26","1,000,000","FA","30.06","3%","-1%","15","0","2","0","4","6","11","0","15","13","0","0"
"*031pw*","Ryan Graves","PIT","D","D","","890","FA","31","1,000,000","FA","30.05","2%","0%","14","0","0","0","0","6","13","0","15","23","0","0"
"*05ugu*","Taylor Makar","COL","F","F","","891","FA","25","1,000,000","FA","29.95","4%","0%","24","0","0","0","0","8","14","0","34","2","0","0"
"*03wee*","Philippe Myers","TOR","D","D","","892","FA","29","1,000,000","FA","29.95","2%","0%","11","1","0","1","1","6","13","0","17","14","0","0"
"*03eaq*","Andreas Englund","CGY","D","D","","893","FA","30","1,000,000","FA","29.64","1%","0%","8","1","0","1","1","9","5","0","19","9","0","0"
"*05rjw*","Vincent Iorio","NYR","D","D","","894","FA","23","1,000,000","FA","29.63","5%","-1%","13","2","0","2","2","5","7","0","7","18","0","0"
"*05ymq*","Matthew Poitras","BOS","F","F","","895","FA","22","1,000,000","FA","29.61","23%","-3%","10","0","2","3","7","5","14","0","4","6","0","0"
"*06axt*","Oscar Fisker Molgaard","SEA","F","F","","896","FA","21","1,000,000","FA","29.6","11%","-2%","22","0","0","3","3","3","10","0","15","14","0","0"
"*03riz*","Cameron Hughes","DAL","F","F","","899","FA","29","1,000,000","FA","29.55","1%","0%","18","0","1","2","4","0","12","0","18","12","0","0"
"*03c6x*","Jordan Oesterle","(N/A)","D","D","","901","FA","34","1,000,000","FA","29.52","0%","0%","11","2","1","1","3","1","10","0","9","17","0","0"
"*04qya*","Filip Hallander","PIT","F","F","","902","FA","26","1,000,000","FA","29.4","6%","-1%","13","0","1","3","5","2","23","1","3","5","0","0"
"*048yc*","Matt Luff","NYI","F","F","","903","FA","29","1,000,000","FA","29.37","1%","0%","12","0","2","0","4","0","12","0","19","10","0","0"
"*042x5*","Jacob Moverare","(N/A)","D","D","","904","FA","28","1,000,000","FA","29.34","1%","0%","20","1","0","1","1","3","11","0","8","20","0","0"
"*03rgm*","Caleb Jones","PIT","D","D","","905","FA","29","1,000,000","FA","29.28","2%","0%","9","2","0","2","2","1","7","0","13","15","0","0"
"*03dhs*","Tomas Nosek","(N/A)","F","F","","906","FA","34","1,000,000","FA","29.27","1%","0%","13","0","1","1","3","2","7","0","24","7","0","0"
"*064et*","Ivan Ivan","BOS","F","F","","907","FA","24","1,000,000","FA","29.27","7%","-1%","22","0","2","2","6","5","12","0","8","3","0","0"
"*04f10*","Jack Studnicka","PHI","F","F","","908","FA","27","1,000,000","FA","29.21","2%","0%","19","0","0","0","0","4","17","0","22","7","0","0"
"*02bhx*","T.J. Tynan","COL","F","F","","909","FA","34","1,000,000","FA","29.2","1%","0%","18","0","0","0","0","9","18","0","9","9","0","0"
"*04mx5*","Tobias Bjornfot","FLA","D","D","","910","FA","25","1,000,000","FA","29.17","2%","0%","11","2","1","1","3","1","8","0","9","14","0","0"
"*05oyk*","Ryan Tverberg","TOR","F","F","","911","FA","24","1,000,000","FA","29.11","2%","0%","11","0","0","0","0","11","6","0","17","6","0","0"
"*060yy*","Jared Davidson","MTL","F","F","","912","FA","24","1,000,000","FA","29.08","3%","0%","10","0","0","1","1","10","9","0","18","1","0","0"
"*042wv*","Keaton Middleton","COL","D","D","","913","FA","28","1,000,000","FA","29.07","2%","0%","9","1","0","1","1","7","7","0","15","7","0","0"
"*05ku9*","Mike Benning","CGY","D","D","","914","nebsnave","24","0","MNR","29","8%","-1%","9","3","1","2","4","1","8","1","2","8","0","0"
"*061a1*","Adam Engstrom","MTL","D","D","","915","TommyG10","22","0","MNR","28.97","12%","-2%","15","1","0","1","1","8","11","0","7","8","0","0"
"*04ajn*","Marshall Warren","NYI","D","D","","916","FA","25","1,000,000","FA","28.95","5%","0%","8","3","0","3","3","4","7","0","7","5","0","0"
