"ID","Player","Team","Position","Prim Pos","Rookie","RkOv","Status","Age","Salary","Contract","Score","Ros","+/-","GP","Pt-D","G","A","2G+A","PIM","SOG","STP","Hit","Blk","Tk","Cor"
"*04qvf*","Filip Johansson","(N/A)","D","D","","4087","FA","26","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003qg*","Fredrik Johansson","(N/A)","F","F","","4088","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004tk*","Jonas Johansson","(N/A)","F","F","","4089","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0248w*","Jonathan Johansson","(N/A)","F","F","","4090","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06miv*","Loke Johansson","BOS","D","D","","4092","FA","20","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01f64*","Marcus Johansson","(N/A)","F","F","","4093","FA","35","1,000,000","FA","0","3%","-1%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01dlo*","Mikael Johansson","(N/A)","F","F","","4094","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uev*","Oliver Johansson","OTT","F","F","","4095","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*066ph*","Pontus Johansson","(N/A)","D","D","","4096","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04r08*","Simon Johansson","(N/A)","D","D","","4097","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cf8*","Valdemar Johansson","(N/A)","F","F","","4098","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mr2*","Victor Johansson","TOR","D","D","","4099","FA","20","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060wi*","Martin Johnsen","(N/A)","F","F","","4100","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003ze*","Aaron Johnson","(N/A)","D","D","","4101","FA","43","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03qhu*","Adam Johnson","(N/A)","F","F","","4102","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02nqe*","Ben Johnson","(N/A)","F","F","","4103","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rjv*","Brent Johnson","PIT","D","D","","4104","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04l1b*","Isaac Johnson","LAK","F","F","","4107","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003t3*","Jack Johnson","(N/A)","D","D","","4108","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mjg*","Ludvig Johnson","UTA","D","D","","4109","FA","20","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031qk*","Luke Johnson","(N/A)","F","F","","4110","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zgw*","Max Johnson","(N/A)","F","F","","4111","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*00570*","Nick Johnson","(N/A)","F","F","","4112","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yxi*","Reese Johnson","TOR","F","F","","4113","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ecg*","Steven Johnson","PHI","D","D","","4114","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wki*","Wyatt Johnson","(N/A)","F","F","","4115","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031v2*","Andreas Johnsson","(N/A)","F","F","","4116","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*07a2q*","Douglas Johnsson","(N/A)","D","D","","4117","FA","17","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*061ky*","Theodor Johnsson","(N/A)","D","D","","4118","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02jxg*","Andrew Johnston","(N/A)","F","F","","4119","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rya*","Ryan Johnston","TOR","D","D","","4120","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01n7f*","Stephen Johnston","DET","F","F","","4121","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cn9*","Marc Johnstone","TOR","F","F","","4122","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06sq1*","Atte Joki","DAL","F","F","","4123","FA","19","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01n82*","Justin Jokinen","BUF","F","F","","4124","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mbo*","Mitja Jokinen","(N/A)","D","D","","4125","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02mun*","Jyrki Jokipakka","(N/A)","D","D","","4126","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f7x*","D'Artagnan Joly","CGY","F","F","","4127","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03k82*","Michael Joly","COL","F","F","","4128","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0048n*","Blair Jones","(N/A)","F","F","","4129","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03aov*","Connor Jones","(N/A)","F","F","","4130","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003ll*","David Jones","(N/A)","F","F","","4132","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06uvk*","Graham Jones","(N/A)","F","F","","4133","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zrs*","Kellen Jones","(N/A)","F","F","","4135","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*00446*","Matt Jones","(N/A)","D","D","","4138","FA","43","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0056u*","Matt Jones","(N/A)","F","F","","4139","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03iy3*","Nick Jones","SJS","D","D","","4140","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0597z*","Nick Jones","(N/A)","F","F","","4141","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0057b*","Ryan Jones","(N/A)","F","F","","4143","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*043r4*","Ryan Jones","TBL","D","D","","4144","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051tm*","Zachary Jones","UTA","D","D","","4145","FA","25","1,000,000","FA","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*061lv*","Joel Jonsson","(N/A)","F","F","","4146","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042xz*","Axel Jonsson-Fjallby","WPG","F","F","","4148","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*033ri*","Josh Jooris","(N/A)","F","F","","4149","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u4h*","Cole Jordan","CGY","D","D","","4150","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01ti6*","Michal Jordan","(N/A)","D","D","","4151","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xcs*","Zac Jordan","CBJ","F","F","","4152","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zt3*","Mauro Jorg","NJD","F","F","","4153","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*078ck*","Mans Josbrant","(N/A)","F","F","","4154","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01f60*","Jacob Josefson","(N/A)","F","F","","4155","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mbb*","Alexis Joseph","(N/A)","F","F","","4156","FA","17","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031v8*","Troy Josephs","PIT","F","F","","4157","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mcf*","Ollie Josephson","SEA","F","F","","4158","FA","20","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06apz*","Jagger Joshua","MIN","F","F","","4159","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0046g*","Derek Joslin","(N/A)","D","D","","4160","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04l1j*","Sean Josling","DET","F","F","","4161","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004cd*","Andrew Joudrey","CBJ","F","F","","4162","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*077wj*","Caelan Joudrey","(N/A)","F","F","","4163","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*07anv*","Marcus Joughin","(N/A)","F","F","","4164","W <small>(Sun)</small>","0","1,000,000","FA","0","0%","-","0","0","0","0","0","0","0","0","0","0","0","0"
"*062z2*","Michael Joyaux","(N/A)","D","D","","4166","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*049fq*","Grant Jozefek","(N/A)","F","F","","4167","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*061bc*","Tyson Jugnauth","SEA","D","D","","4168","FA","22","1,000,000","FA","0","10%","-2%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qyc*","Eric Juhlin","(N/A)","F","F","","4169","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*062n0*","Patrik Juhola","(N/A)","F","F","","4170","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cds*","Jacob Julien","WPG","F","F","","4171","FA","22","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xws*","Samuel Jung","NYR","F","F","","4172","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004mq*","Jonas Junland","(N/A)","D","D","","4174","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*062q6*","Nils Juntorp","CHI","F","F","","4175","FA","22","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mer*","Julius Junttila","(N/A)","F","F","","4176","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yg5*","Olli Juolevi","(N/A)","D","D","","4177","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004ce*","Milan Jurcina","(N/A)","D","D","","4178","FA","43","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02b3u*","Tomas Jurco","(N/A)","F","F","","4179","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ku7*","Joni Jurmo","(N/A)","D","D","","4180","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rrl*","Jon Jutzi","TOR","D","D","","4182","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u2i*","Viljami Juusola","(N/A)","D","D","","4183","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*07741*","Casper Juustovaara Karlsson","(N/A)","F","F","","4184","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01sks*","Kirill Kabanov","(N/A)","F","F","","4187","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*07a2v*","Lukas Kachlir","(N/A)","D","D","","4189","FA","17","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*045zb*","Ondrej Kachyna","(N/A)","D","D","","4190","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cc0*","Alexander Kadeykin","DET","F","F","","4192","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yt4*","Dmitri Kagarlitsky","(N/A)","F","F","","4193","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*079zz*","Viljo Kahkonen","(N/A)","F","F","","4689","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0322v*","Dominik Kahun","(N/A)","F","F","","4195","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0053w*","Alexei Kaigorodov","(N/A)","F","F","","4196","FA","43","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*005ib*","Rylan Kaip","(N/A)","F","F","","4197","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06uvp*","Rio Kaiser","(N/A)","D","D","","4198","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03eta*","Antti Kalapudas","(N/A)","F","F","","4199","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05x1e*","Yanni Kaldis","EDM","D","D","","4200","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ogg*","Sergey Kalinin","(N/A)","F","F","","4202","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0057d*","Jon Kalinski","(N/A)","F","F","","4203","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051m2*","Marcus Kallionkieli","(N/A)","F","F","","4205","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06619*","Brooklyn Kalmikov","PIT","F","F","","4206","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003ue*","Petr Kalus","(N/A)","F","F","","4209","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f8g*","Wyatt Kalynuk","STL","D","D","","4210","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0782g*","Jiri Kamas","(N/A)","D","D","","4211","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05x1h*","Dino Kambeitz","VAN","F","F","","4212","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e1o*","Vladislav Kamenev","(N/A)","F","F","","4213","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060v7*","Pavel Kamko","(N/A)","D","D","","4214","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ov3*","Maximilian Kammerer","(N/A)","F","F","","4215","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01t63*","Steven Kampfer","UTA","D","D","","4216","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004mr*","Tomas Kana","(N/A)","F","F","","4217","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03knl*","Cory Kane","(N/A)","F","F","","4219","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06643*","Gabriel Kangas","(N/A)","F","F","","4220","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cll*","Kalle Kangas","PIT","D","D","","4221","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04z9a*","Iikka Kangasniemi","(N/A)","F","F","","4222","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003t4*","Petr Kanko","(N/A)","F","F","","4223","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04r0h*","Alex Kannok-Leipert","DET","D","D","","4224","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kr4*","Matyas Kantner","(N/A)","F","F","","4225","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03l0y*","Kai Kantola","(N/A)","F","F","","4226","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02zq8*","Michael Kantor","(N/A)","F","F","","4227","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031or*","Keegan Kanzig","(N/A)","D","D","","4228","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05wwc*","Konsta Kapanen","(N/A)","F","F","","4229","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05vya*","Brennan Kapcheck","(N/A)","D","D","","4230","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rrj*","Michael Kapla","(N/A)","D","D","","4231","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060ol*","Devin Kaplan","PHI","F","F","","4232","FA","22","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f2f*","Vladislav Kara","TOR","F","F","","4233","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03eaw*","Vaclav Karabacek","(N/A)","F","F","","4234","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060np*","Jake Karabela","DAL","F","F","","4235","FA","22","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ffo*","Jiri Karafiat","(N/A)","F","F","","4236","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060vl*","Adam Karashik","(N/A)","D","D","","4237","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0791a*","Matvei Karasyov","(N/A)","D","D","","4238","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xv7*","Ruslan Karimov","(N/A)","F","F","","4242","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ect*","Miro Karjalainen","(N/A)","D","D","","4243","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c3x*","Arttu Karki","VGK","D","D","","4244","FA","21","1,000,000","FA","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yeh*","Jarno Karki","(N/A)","F","F","","4245","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qyq*","Marcus Karlberg","CBJ","F","F","","4247","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03asn*","Anton Karlsson","CBJ","D","D","","4248","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02o73*","Erik Karlsson","(N/A)","F","F","","4249","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*061bh*","Gustav Karlsson","BUF","F","F","","4250","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*033b6*","Ludwig Karlsson","(N/A)","F","F","","4252","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004jj*","Mattias Karlsson","(N/A)","D","D","","4253","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03d0p*","Melker Karlsson","(N/A)","F","F","","4254","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02g1l*","Simon Karlsson","NSH","D","D","","4255","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042wn*","Fredrik Karlstrom","NYI","F","F","","4256","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031uu*","Marcus Karlstrom","(N/A)","D","D","","4257","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*076xg*","Alexander Karmanov","SJS","D","D","R","4258","FA","18","1,000,000","FA","0","8%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tz2*","Lucas Karmiris","(N/A)","F","F","","4259","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ri8*","Pavel Karnaukhov","CGY","F","F","","4260","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f6v*","Michael Karow","DAL","D","D","","4261","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*062q5*","Zakary Karpa","NYR","F","F","","4262","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03koi*","Maxim Karpov","(N/A)","F","F","","4263","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c3z*","Daniil Karpovich","NJD","D","D","","4264","FA","21","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*049fs*","Roger Karrer","(N/A)","D","D","","4266","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003fv*","Martins Karsums","(N/A)","F","F","","4267","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03d0k*","Jorgen Karterud","(N/A)","F","F","","4268","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060yg*","Roni Karvinen","(N/A)","F","F","","4269","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rgw*","David Kase","CAR","F","F","","4271","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03eem*","Ondrej Kase","(N/A)","F","F","","4272","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ugh*","Evgeni Kashnikov","SJS","D","D","","4273","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cfn*","Artyom Kashtanov","(N/A)","F","F","","4274","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ymc*","Oliwer Kaski","CAR","D","D","","4276","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o68*","Olli Kaskinen","(N/A)","D","D","","4277","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05x9o*","Matej Kaslik","(N/A)","F","F","","4279","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0046h*","Lukas Kaspar","PHI","F","F","","4280","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042xb*","Tanner Kaspick","SJS","F","F","","4281","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004oc*","Matt Kassian","(N/A)","F","F","","4282","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01f3k*","Zack Kassian","(N/A)","F","F","","4283","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u3b*","Dmitri Katelevsky","(N/A)","F","F","","4284","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01cwt*","Mark Katic","(N/A)","D","D","","4285","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r62*","Simon Katolicky","CGY","F","F","R","4286","FA","18","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tmg*","Lev Katzin","(N/A)","F","F","","4287","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01t65*","Ray Kaunisto","(N/A)","F","F","","4288","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ote*","Martin Kaut","SJS","F","F","","4289","FA","26","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05g3y*","Jordan Kawaguchi","(N/A)","F","F","","4291","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042vv*","Artur Kayumov","CHI","F","F","","4292","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wqm*","Maxim Kazakov","(N/A)","F","F","","4293","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*07a2f*","Timothy Kazda","(N/A)","F","F","","4294","FA","17","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02npy*","Justin Kea","(N/A)","F","F","","4295","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xcv*","Gerard Keane","(N/A)","D","D","","4296","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mr1*","Joey Keane","SJS","D","D","","4297","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
