"ID","Player","Team","Position","Prim Pos","Rookie","RkOv","Status","Age","Salary","Contract","Score","Ros","+/-","GP","Pt-D","G","A","2G+A","PIM","SOG","STP","Hit","Blk","Tk","Cor"
"*02oe6*","Viktor Loov","(N/A)","D","D","","5072","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rjk*","Josh Lopina","FLA","F","F","","5073","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051w7*","Kalle Loponen","TOR","D","D","","5074","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mqs*","Markus Loponen","WPG","F","F","","5075","FA","20","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01cen*","Joe Loprieno","(N/A)","D","D","","5076","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06sfx*","Jeremy Loranger","CBJ","F","F","","5077","FA","19","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ymr*","Rieger Lorenz","MIN","F","F","","5078","FA","22","1,000,000","FA","0","5%","-1%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03sd6*","Matt Lorito","(N/A)","F","F","","5079","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*07258*","William LoSauro","(N/A)","F","F","","5037","FA","16","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*066el*","Yoan Loshing","(N/A)","F","F","","5080","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c96*","Andrei Loshko","SEA","F","F","","5081","FA","21","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ra3*","Griffin Loughran","(N/A)","F","F","","5083","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031sz*","Anthony Louis","DAL","F","F","","5085","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02jl4*","Mark Louis","(N/A)","D","D","","5086","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06b7b*","Preston Lounsbury","(N/A)","F","F","","5087","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06y2z*","Lennart Louvanto","(N/A)","F","F","","5088","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004kb*","Mitch Love","STL","D","D","","5089","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0055m*","Jeff LoVecchio","(N/A)","F","F","","5038","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kky*","Tim Lovell","NYR","D","D","","5090","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*038lf*","Vincent LoVerde","NYR","D","D","","5039","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06poo*","Simon Lovsin","ANA","F","F","","5091","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02fmg*","Keegan Lowe","(N/A)","D","D","","5092","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04z1e*","Jake Lucchini","NSH","F","F","","5094","FA","31","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*043j2*","Griffin Luce","NSH","D","D","","5095","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04lod*","Aaron Luchuk","(N/A)","F","F","","5096","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02b72*","Mario Lucia","(N/A)","F","F","","5097","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01syx*","Tony Lucia","(N/A)","F","F","","5098","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*026jv*","Anthony Luciani","(N/A)","F","F","","5099","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003g0*","Milan Lucic","(N/A)","F","F","","5100","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rjs*","Cruz Lucius","ANA","F","F","","5101","FA","22","1,000,000","FA","0","6%","-1%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06bdx*","Tanner Ludtke","UTA","F","F","","5102","FA","21","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051tn*","John Ludvig","(N/A)","D","D","","5103","FA","26","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kqn*","C.J. Ludwig","EDM","D","D","","5104","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*015z1*","Trevor Ludwig","(N/A)","D","D","","5105","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ymz*","Paul Ludwinski","CHI","F","F","","5106","FA","22","1,000,000","FA","0","4%","-1%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004os*","Ned Lukacevic","(N/A)","F","F","","5107","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u13*","Vladislav Lukashevich","FLA","D","D","","5108","FA","23","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ms3*","Anton Lukichyov","(N/A)","D","D","","5109","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0597u*","Jarid Lukosevicius","VAN","F","F","","5110","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yn4*","Cameron Lund","SJS","F","F","","5111","FA","22","1,000,000","FA","0","11%","-2%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oz1*","Emil Lundberg","(N/A)","F","F","","5112","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04136*","Martin Lundberg","(N/A)","F","F","","5113","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060xm*","Kasper Lundell","(N/A)","F","F","","5114","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0239y*","Josh Lunden","(N/A)","F","F","","5115","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0048v*","Mike Lundin","(N/A)","D","D","","5117","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06s0w*","Anton Lundmark","(N/A)","F","F","","5118","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y36*","Alexander Lundqvist","(N/A)","D","D","","5119","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*07917*","William Lundqvist","(N/A)","D","D","","5120","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051kw*","Joona Luoto","CBJ","F","F","","5122","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uxg*","Charlie Lurie","(N/A)","F","F","","5123","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06bdi*","Ignat Lutfullin","(N/A)","F","F","","5124","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*074mb*","Logan Lutner","(N/A)","D","D","","5125","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qqc*","Roman Luttsev","TBL","F","F","","5126","FA","20","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060nt*","Julian Lutz","UTA","F","F","","5127","FA","22","1,000,000","FA","0","4%","-1%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zuc*","Nicholas Luukko","PHI","D","D","","5128","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ugt*","Jalen Luypen","CHI","F","F","","5129","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0244z*","Kirill Lyamin","(N/A)","D","D","","5130","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rfz*","Nikita Lyamkin","(N/A)","D","D","","5131","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05lnn*","Albert Lyckasen","(N/A)","D","D","","5132","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f6q*","Brady Lyle","(N/A)","D","D","","5133","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*065ju*","Bobby Lynch","(N/A)","F","F","","5134","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004so*","Doug Lynch","(N/A)","D","D","","5135","FA","43","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01mz6*","Kevin Lynch","MTL","F","F","","5136","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ym2*","Zac Lynch","(N/A)","F","F","","5137","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*059e7*","Fabian Lysell","COL","F","F","","5138","nebsnave","23","0","MNR","0","20%","-2%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04335*","Alan Lyszczarczyk","(N/A)","F","F","","5139","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0415m*","Roman Lyubimov","(N/A)","F","F","","5140","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ecr*","Joonas Lyytinen","(N/A)","D","D","","5141","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05noa*","David Ma","(N/A)","D","D","","5142","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f86*","Benton Maass","WSH","D","D","","5143","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nix*","Joel Maatta","EDM","F","F","","5144","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*062yx*","Rami Maatta","(N/A)","D","D","","5145","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060g7*","Bennett MacArthur","BUF","F","F","","5146","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01fhc*","Peter MacArthur","UTA","F","F","","5147","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zst*","Stephen MacAulay","(N/A)","F","F","","5148","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0760t*","Ben Macbeath","NYR","D","D","R","5183","FA","18","1,000,000","FA","0","9%","-2%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01mes*","Matt Maccarone","NYR","F","F","","5184","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*023wp*","Lane MacDermid","(N/A)","F","F","","5149","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04lbt*","Anderson MacDonald","(N/A)","F","F","","5150","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003zh*","Andrew MacDonald","(N/A)","D","D","","5151","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060no*","Ben MacDonald","SEA","F","F","","5152","FA","22","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rog*","Caleb MacDonald","CBJ","D","D","","5153","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zj0*","Cameron MacDonald","UTA","F","F","","5154","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003rw*","Franklin MacDonald","(N/A)","D","D","","5155","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ayi*","Jacob MacDonald","WSH","F,D","D","","5156","FA","33","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01mnl*","Kirk MacDonald","BOS","F","F","","5157","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06bdy*","Angus MacDonell","DAL","F","F","","5158","FA","21","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xao*","Matthew MacDougall","TBL","F","F","","5159","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06h79*","Ross MacDougall","(N/A)","D","D","","5160","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zte*","Brooks Macek","(N/A)","F","F","","5185","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003dj*","Maxime Macenauer","(N/A)","F","F","","5186","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06sql*","James MacGregor","(N/A)","D","D","","5161","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ugs*","Tomas Machu","NYI","D","D","","5189","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cfp*","Vasili Machulin","(N/A)","D","D","","5190","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06lv7*","Krzysztof Macias","(N/A)","F","F","","5191","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004p8*","Ray Macias","(N/A)","D","D","","5192","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06lvb*","Antons Macijevskis","(N/A)","F","F","","5193","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03db0*","Ryan MacInnis","(N/A)","F","F","","5162","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04aai*","Bobby MacIntyre","(N/A)","F","F","","5163","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01tcw*","Cam MacIntyre","(N/A)","F","F","","5164","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kiq*","Duncan MacIntyre","COL","D","D","","5165","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rrm*","Simon Mack","CGY","D","D","","5194","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051wz*","Cole Mackay","SEA","F","F","","5195","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0590c*","Parker MacKay","(N/A)","F","F","","5166","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*072h4*","Ethan MacKenzie","TOR","D","D","R","5167","FA","20","1,000,000","FA","0","8%","-1%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01ztv*","Matt MacKenzie","(N/A)","D","D","","5168","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06bai*","Dylan MacKinnon","NSH","D","D","","5169","FA","21","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wkj*","Kyle MacKinnon","(N/A)","F","F","","5170","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03k84*","Ryan MacKinnon","OTT","D","D","","5171","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*065as*","Will MacKinnon","PHI","D","D","","5172","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*065js*","Will MacKinnon","CBJ","D","D","","5173","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*025hd*","Jack Maclellan","(N/A)","F","F","","5196","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xc9*","Gregor MacLeod","(N/A)","F","F","","5174","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zrg*","Isaac Macleod","SJS","D","D","","5197","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03eb1*","Johnathan Macleod","(N/A)","D","D","","5198","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*038lh*","Cameron Maclise","(N/A)","F","F","","5199","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04vnj*","Tanner MacMaster","TOR","F","F","","5175","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*00qs4*","Logan MacMillan","(N/A)","F","F","","5176","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zru*","Mark MacMillan","(N/A)","F","F","","5177","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xy0*","Andrew MacNiel","MTL","D","D","","5178","FA","19","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c9a*","Connor MacPherson","(N/A)","F","F","","5179","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xc6*","Dylan MacPherson","VAN","D","D","","5180","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cmr*","Ryan MacPherson","PHI","F","F","","5181","FA","21","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02zlp*","Andrew MacWilliam","(N/A)","D","D","","5182","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zup*","Austin Madaisky","CBJ","D","D","","5200","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qyh*","Tyler Madden","MIN","F","F","","5201","FA","26","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004n6*","Morten Madsen","(N/A)","F","F","","5204","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031qb*","Saku Maenalanen","(N/A)","F","F","","5205","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05kud*","Juuso Maenpaa","(N/A)","F","F","","5206","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003mq*","Mikko Maenpaa","(N/A)","D","D","","5207","FA","43","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03klv*","Brandon Magee","(N/A)","F","F","","5208","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ydl*","Daniel Maggio","(N/A)","D","D","","5209","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*061i6*","Matt Maggio","(N/A)","F","F","","5210","FA","23","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003xy*","Olivier Magnan","(N/A)","D","D","","5211","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05kn9*","Oskar Magnusson","(N/A)","F","F","","5212","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tz5*","Ilyas Magomedsultanov","SJS","D","D","","5213","FA","19","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04rnm*","Zachary Magwood","NSH","F","F","","5215","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ebu*","Nick Magyar","COL","F","F","","5216","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04rfk*","Jordan Maher","(N/A)","F","F","","5218","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wnr*","Raphael Maheux","(N/A)","D","D","","5219","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0632d*","Marcel Mahkovec","(N/A)","F","F","","5220","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02nq7*","Jarrod Maidens","(N/A)","F","F","","5221","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*049jf*","Andreas Maier","(N/A)","F","F","","5222","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0598t*","Cole Maier","(N/A)","F","F","","5223","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04big*","Philippe Maillet","MTL","F","F","","5225","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r22*","Philippe Maillet","(N/A)","F","F","","5226","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xpb*","Mathew Maione","(N/A)","D","D","","5227","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06oxq*","Oleg Maistrenko","(N/A)","F","F","","5228","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mbd*","Charlie Major","(N/A)","F","F","","5229","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*015oz*","Igor Makarov","CHI","F","F","","5231","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ufg*","Nikolai Makarov","CBJ","D","D","","5232","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031uj*","Aleksi Makela","DAL","D","D","","5233","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04fw9*","Alexei Makeyev","(N/A)","F","F","","5234","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003wo*","Ryan Maki","(N/A)","F","F","","5235","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003i4*","Tomi Maki","(N/A)","F","F","","5236","FA","43","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*045cj*","Otto Makinen","(N/A)","F","F","","5237","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03l0r*","Jussi Makkonen","(N/A)","F","F","","5239","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kh5*","David Makowski","MIN","D","D","","5240","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*043j4*","Kyle Maksimovich","(N/A)","F","F","","5241","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u0k*","James Malatesta","CBJ","F","F","","5242","FA","23","1,000,000","FA","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04k21*","Carter Malette","(N/A)","F","F","","5244","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04k82*","Jordan Malette","(N/A)","F","F","","5245","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rg8*","Denis Malgin","COL","F","F","","5246","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0725x*","Caleb Malhotra","VAN","F","F","R","5247","btsay45","18","0","MNR","0","54%","-4%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06buq*","Hudson Malinoski","TOR","F","F","","5249","FA","22","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02npi*","Alex Mallet","(N/A)","F","F","","5250","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yje*","James Malm","(N/A)","F","F","","5251","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*072aw*","Liam Malmquist","(N/A)","F","F","","5252","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042x1*","Alfons Malmstrom","DET","D","D","","5253","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06agf*","Anton Malmstrom","(N/A)","D","D","","5254","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*026l4*","Brad Malone","EDM","F","F","","5255","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051vn*","Jack Malone","NJD","F","F","","5256","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031sf*","Sean Malone","(N/A)","F","F","","5257","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cfv*","Denis Malov","(N/A)","F","F","","5258","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cfu*","Vyacheslav Malov","(N/A)","F","F","","5259","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042ww*","Mikhail Maltsev","LAK","F","F","","5260","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0641k*","Andrei Malyavin","(N/A)","D","D","","5261","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03arn*","Fyodor Malykhin","(N/A)","F","F","","5262","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03g46*","Renat Mamashev","NJD","D","D","","5263","FA","43","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03mbm*","Maxim Mamin","(N/A)","F","F","","5264","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003h5*","Mark Mancari","(N/A)","F","F","","5265","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
