"ID","Player","Team","Position","Prim Pos","Rookie","RkOv","Status","Age","Salary","Contract","Score","Ros","+/-","GP","Pt-D","G","A","2G+A","PIM","SOG","STP","Hit","Blk","Tk","Cor"
"*060j7*","Isaiah George","NYI","D","D","","985","FA","22","1,000,000","FA","8.31","8%","-1%","4","1","0","1","1","0","2","0","1","3","2","-34"
"*01zr5*","Derek Forbort","(N/A)","D","D","","986","FA","34","1,000,000","FA","8.31","1%","0%","2","0","0","0","0","2","1","0","2","4","0","-10"
"*042x6*","Riley Stillman","EDM","D","D","","987","FA","28","1,000,000","FA","8.31","1%","0%","4","0","0","0","0","0","1","0","7","4","0","-16"
"*05gcv*","Carson Lambos","MIN","D","D","","988","CGN","23","0","MNR","8.27","12%","-1%","1","0","0","0","0","0","1","0","0","1","0","4"
"*05oyk*","Ryan Tverberg","TOR","F","F","","989","FA","24","1,000,000","FA","8.26","2%","0%","2","0","0","0","0","2","1","0","3","1","0","-6"
"*060jk*","Aleksanteri Kaskimaki","STL","F","F","","990","FA","22","1,000,000","FA","8.24","5%","-1%","5","0","0","0","0","0","6","0","2","3","0","-14"
"*0632b*","Quinn Hutson","EDM","F","F","","991","FA","24","1,000,000","FA","8.24","22%","-3%","4","0","1","0","2","0","3","0","0","1","0","-14"
"*05nit*","Isaak Phillips","WPG","D","D","","992","FA","24","1,000,000","FA","8.23","3%","-1%","3","0","0","0","0","2","3","0","3","1","0","-10"
"*06bui*","Felix Unger Sorum","CAR","F","F","","993","nbracken","21","0","MNR","8.23","21%","-3%","1","0","0","1","1","0","0","0","0","1","0","-4"
"*051tg*","Simon Lundmark","TBL","D","D","","994","FA","25","1,000,000","FA","8.21","2%","0%","1","0","0","0","0","0","1","0","2","2","0","-4"
"*051u4*","Henry Thrun","WPG","D","D","","995","FA","25","1,000,000","FA","8.21","4%","0%","4","0","0","0","0","0","4","0","3","4","0","-16"
"*051ua*","Hunter Skinner","NSH","D","D","","996","FA","25","1,000,000","FA","8.21","1%","0%","1","0","0","0","0","0","0","0","4","1","0","-4"
"*03c6x*","Jordan Oesterle","(N/A)","D","D","","997","FA","34","1,000,000","FA","8.19","0%","0%","1","0","0","0","0","0","0","0","1","2","0","-1"
"*06cf9*","Viking Gustafsson Nyberg","MIN","D","D","","998","FA","23","1,000,000","FA","8.19","3%","0%","2","0","0","0","0","0","0","0","2","3","1","-13"
"*06rus*","Brady Martin","NSH","F","F","","999","btsay45","19","0","MNR","8.19","49%","-4%","3","0","0","1","1","0","2","0","0","2","0","-11"
"*05wwb*","Danny Zhilkin","WPG","F","F","","1000","FA","22","1,000,000","FA","8.19","4%","-1%","6","0","0","1","1","0","4","0","5","4","0","-30"
"*05rao*","Dylan Duke","TBL","F","F","","1001","FA","23","1,000,000","FA","8.17","7%","-1%","1","0","0","0","0","0","1","0","0","0","1","-4"
"*04sy0*","Raphael Lavoie","VGK","F","F","","1002","FA","26","1,000,000","FA","8.16","6%","-1%","1","0","0","0","0","0","0","0","1","0","0","3"
"*050mm*","Matej Blumel","(N/A)","F","F","","1003","FA","26","1,000,000","FA","8.11","2%","-1%","4","0","0","0","0","0","4","0","2","2","0","-12"
"*03mn5*","Patrik Laine","(N/A)","F","F","","1004","FA","28","1,000,000","FA","8.1","21%","-4%","5","0","0","1","1","2","6","0","2","0","0","-24"
"*05twk*","Topias Vilen","NJD","D","D","","1005","FA","23","1,000,000","FA","8.08","2%","0%","2","0","0","0","0","0","0","0","0","1","0","0"
"*02ob1*","Matt Benning","TOR","D","D","","1006","FA","32","1,000,000","FA","8.08","1%","0%","1","0","0","0","0","0","0","0","0","3","0","-5"
"*04xar*","Rafael Harvey-Pinard","PIT","F","F","","1007","FA","27","1,000,000","FA","8.07","2%","0%","1","0","0","0","0","0","2","0","0","0","0","-1"
"*04qvc*","Liam Foudy","NYI","F","F","","1008","FA","26","1,000,000","FA","8.06","2%","0%","1","0","0","0","0","0","1","0","1","1","0","-4"
"*02zge*","Justin Dowling","NYR","F","F","","1009","FA","35","1,000,000","FA","8.06","1%","0%","2","0","0","0","0","0","1","0","3","1","0","-8"
"*0502a*","Domenick Fensore","COL","D","D","","1010","FA","25","1,000,000","FA","8.05","3%","0%","1","0","0","0","0","0","2","0","1","3","0","-11"
"*05o4m*","Nils Aman","(N/A)","F","F","","1011","FA","26","1,000,000","FA","8.03","1%","0%","2","0","0","0","0","0","1","0","2","1","0","-7"
"*05lu4*","Ronan Seeley","CAR","D","D","","1012","FA","24","1,000,000","FA","8.03","2%","0%","1","0","0","0","0","0","0","0","0","2","0","-4"
"*05kjb*","Maxim Groshev","TBL","F,D","F","","1013","FA","24","1,000,000","FA","7.98","6%","-1%","2","1","0","1","1","0","1","0","0","1","0","-13"
"*05rgi*","Marc McLaughlin","NJD","F","F","","1014","FA","27","1,000,000","FA","7.97","2%","0%","7","0","0","0","0","0","0","0","4","2","1","-21"
"*05aa0*","Brayden Yager","WPG","F","F","","1015","nebsnave","21","0","MNR","7.96","33%","-3%","3","0","0","0","0","2","2","0","0","0","0","-8"
"*05yj7*","Georgi Merkulov","COL","F","F","","1016","FA","25","1,000,000","FA","7.96","5%","-1%","1","0","0","0","0","0","0","0","0","0","0","-1"
"*03oyt*","Anthony Richard","PHI","F","F","","1017","FA","29","1,000,000","FA","7.96","2%","0%","1","0","0","0","0","0","0","0","0","0","0","-1"
"*01zr4*","Kevin Gravel","(N/A)","D","D","","1018","FA","34","1,000,000","FA","7.93","0%","0%","1","0","0","0","0","0","1","0","1","3","0","-13"
"*065g8*","Marshall Rifai","TOR","D","D","","1019","FA","28","1,000,000","FA","7.9","1%","0%","1","0","0","0","0","0","1","0","0","1","0","-7"
"*04zoz*","Nathan Legare","NJD","F","F","","1020","FA","25","1,000,000","FA","7.87","2%","0%","1","0","0","0","0","0","0","0","2","1","0","-10"
"*05ug5*","Shane Lachance","NJD","F","F","","1021","FA","23","1,000,000","FA","7.82","3%","0%","1","0","0","0","0","0","0","0","1","0","0","-7"
"*02bhx*","T.J. Tynan","COL","F","F","","1022","FA","34","1,000,000","FA","7.78","1%","0%","1","0","0","0","0","0","1","0","0","0","0","-8"
"*05tqw*","Tristan Broz","PIT","F","F","","1023","FA","23","1,000,000","FA","7.77","7%","-1%","1","0","0","0","0","0","2","0","0","0","0","-10"
"*062sj*","Abram Wiebe","CGY","D","D","","1024","FA","23","1,000,000","FA","7.76","3%","0%","4","0","0","0","0","2","0","0","2","1","0","-17"
"*05yn6*","Jorian Donovan","OTT","D","D","","1025","FA","22","1,000,000","FA","7.76","3%","0%","2","0","0","0","0","0","1","0","2","1","0","-15"
"*05gb6*","Trevor Kuntar","BUF","F","F","","1026","FA","25","1,000,000","FA","7.72","2%","0%","1","0","0","0","0","0","0","0","1","0","0","-10"
"*05rev*","Daniil Miromanov","CGY","D","D","","1027","FA","29","1,000,000","FA","7.69","2%","0%","1","0","0","0","0","0","0","0","0","2","0","-14"
"*04qy6*","Adam Ginning","VGK","D","D","","1028","FA","26","1,000,000","FA","7.67","2%","0%","5","0","0","0","0","0","2","0","4","5","0","-34"
"*060wm*","Jake Livanavage","PIT","D","D","","1029","FA","22","1,000,000","FA","7.67","3%","0%","1","0","0","0","0","0","0","0","0","1","0","-12"
"*05tdb*","William Stromgren","CGY","F","F","","1030","FA","23","1,000,000","FA","7.66","6%","-1%","3","0","0","0","0","0","2","0","0","0","0","-13"
"*06sqf*","Braeden Cootes","VAN","F","F","","1031","PuckLuck","19","0","MNR","7.49","38%","-4%","3","0","0","0","0","0","0","0","3","1","0","-24"
"*060wp*","David Spacek","MIN","D","D","","1032","FA","23","1,000,000","FA","7.24","5%","-1%","2","0","0","0","0","0","0","0","1","2","0","-30"
"*03kq8*","Mikkel Aagaard","(N/A)","F","F","","1033","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xla*","Leevi Aaltonen","NYR","F","F","","1034","FA","25","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031sv*","Miro Aaltonen","(N/A)","F","F","","1035","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060w9*","Wyatt Aamodt","COL","D","D","","1036","FA","28","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*071wn*","Niklas Aaram-Olsen","VAN","F","F","R","1037","FA","18","1,000,000","FA","0","15%","-2%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060vk*","Joseph Abate","BOS","F","F","","1038","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ybg*","Peter Abbandonato","PIT","F","F","","1039","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zrf*","Konrad Abeltshauser","(N/A)","D","D","","1040","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02dpy*","Pontus Aberg","(N/A)","F","F","","1041","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01mzm*","Cameron Abney","(N/A)","F","F","","1042","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zr6*","Mikhail Abramov","STL","F","F","","1043","FA","25","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yua*","Vitaly Abramov","OTT","F","F","","1044","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oz0*","Ruslan Abrosimov","(N/A)","F","F","","1046","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*050nl*","Nick Abruzzese","TBL","F","F","","1047","FA","27","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05907*","Matt Abt","PIT","D","D","","1048","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03d03*","Carl Ackered","(N/A)","D","D","","1049","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*025nk*","Sena Acolatse","(N/A)","D","D","","1050","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*077nq*","Aiden Across The Mountain","(N/A)","D","D","","1051","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031vd*","Will Acton","(N/A)","F","F","","1052","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01gea*","Luke Adam","(N/A)","F","F","","1053","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042ym*","Collin Adams","(N/A)","F","F","","1055","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f7p*","John Adams","DET","F","F","","1056","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ye7*","Mark Adams","(N/A)","D","D","","1057","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cdu*","Tanner Adams","NYI","F","F","","1058","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*07a2b*","Tanner Adams","(N/A)","F","F","","1059","FA","16","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xb9*","Morgan Adams-Moisan","CHI","F","F","","1060","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04lcz*","Calen Addison","(N/A)","D","D","","1061","FA","26","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rk2*","Jeremiah Addison","(N/A)","F","F","","1062","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o4g*","David Aebischer","(N/A)","D","D","","1063","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06yds*","Mike Aeschlimann","(N/A)","F","F","","1064","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zou*","Egor Afanasyev","SJS","F","F","","1065","FA","25","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06sq3*","Maxim Agafonov","SEA","D","D","","1066","FA","19","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zss*","Kenny Agostino","(N/A)","F","F","","1067","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051tu*","Layton Ahac","(N/A)","D","D","","1068","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gcz*","Roman Ahcan","CBJ","F","F","","1069","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rge*","Filip Ahl","(N/A)","F","F","","1070","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*005i7*","Jonas Ahnelov","(N/A)","D","D","","1072","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05lun*","Karri Aho","(N/A)","D","D","","1073","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03el6*","Sebastian Aho","PIT","D","D","","1074","FA","30","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uvz*","Cade Ahrenholz","(N/A)","F","F","","1075","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*067zz*","Danil Aimurzin","(N/A)","F","F","","1076","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051wc*","Santeri Airola","PIT","D","D","","1078","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06sn9*","Kashawn Aitcheson","NYI","D","D","","1079","TommyG10","20","0","MNR","0","43%","-3%","0","0","0","0","0","0","0","0","0","0","0","0"
"*025gx*","Jason Akeson","(N/A)","F","F","","1081","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ba8*","Beau Akey","EDM","D","D","","1082","btsay45","21","0","MNR","0","11%","-2%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wkg*","Alexandre Alain","MTL","F","F","","1083","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*076jh*","Samu Alalauri","CHI","D","D","R","1084","FA","18","1,000,000","FA","0","7%","-1%","0","0","0","0","0","0","0","0","0","0","0","0"
"*062dr*","Danil Alalykin","(N/A)","F","F","","1085","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xwk*","Reko Alanko","UTA","D","D","","1086","FA","19","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tuz*","Eric Alarie","(N/A)","F","F","","1087","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06jhj*","Arttu Alasiurua","(N/A)","F","F","","1088","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004n7*","Paul Albers","(N/A)","D","D","","1089","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0243z*","John Albert","(N/A)","F","F","","1090","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01n7e*","Johan Alcen","COL","F","F","","1091","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mqi*","Parker Alcos","VAN","D","D","","1092","FA","20","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02yry*","Brandon Alderson","(N/A)","F","F","","1093","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*038ic*","Alex Aleardi","CBJ","F","F","","1094","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0644k*","Daniel Alexander Jencko","(N/A)","F","F","","1095","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051m3*","Nikita Alexandrov","LAK","F","F","","1098","FA","26","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0244w*","Viktor Alexandrov","(N/A)","F","F","","1099","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uog*","Yury Alexandrov","(N/A)","D","D","","1100","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qvj*","Alexander Alexeyev","PIT","D","D","","1101","FA","26","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yk0*","Denis Alexeyev","(N/A)","F","F","","1102","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*048tp*","Dmitry Alexeyev","(N/A)","D","D","","1103","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ggj*","Yaroslav Alexeyev","(N/A)","F","F","","1104","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*065fx*","Sam Alfano","(N/A)","F","F","","1105","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*065il*","Matt Alfaro","VAN","F","F","","1106","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060ok*","Brennan Ali","DET","F","F","","1107","FA","22","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*059da*","Vladimir Alistrov","(N/A)","F","F","","1108","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*012yv*","Akim Aliu","(N/A)","F","F","","1109","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06uvr*","Anthony Allain-Samake","ANA","D","D","","1110","FA","19","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tqs*","Nolan Allan","SJS","D","D","","1111","FA","23","1,000,000","FA","0","8%","-1%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042we*","Frederic Allard","MTL","D","D","","1112","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02g1p*","Jean-Simon Allard","BUF","F","F","","1113","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06h7v*","Owen Allard","UTA","F","F","","1114","FA","22","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06b7e*","Tristan Allard","TBL","F","F","","1115","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*062dx*","Cameron Allen","WSH","D","D","","1116","FA","21","1,000,000","FA","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02zga*","Conor Allen","(N/A)","D","D","","1117","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*07916*","Dryden Allen","(N/A)","D","D","","1118","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*048t5*","Scott Allen","(N/A)","F","F","","1119","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*07ad6*","Dylan Allie","(N/A)","F","F","","1120","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042vw*","Wade Allison","(N/A)","F","F","","1121","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cve*","Johan Alm","(N/A)","D","D","","1122","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042y3*","Niclas Almari","(N/A)","D","D","","1123","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0385o*","Barry Almeida","(N/A)","F","F","","1124","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03l0v*","Justin Almeida","(N/A)","F","F","","1125","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01cfn*","Cody Almond","(N/A)","F","F","","1126","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01nlo*","Adam Almquist","(N/A)","D","D","","1127","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05td2*","Marcus Almquist","(N/A)","F","F","","1128","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003py*","Jonas Almtorp","(N/A)","F","F","","1129","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c5o*","Vilmer Alriksson","VAN","F","F","","1131","FA","21","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*050hg*","Olle Alsing","(N/A)","D","D","","1133","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zu4*","Mark Alt","SJS","D","D","","1134","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cg2*","Dennis Altorn","(N/A)","F","F","","1135","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f1a*","Andrei Altybarmakyan","(N/A)","F","F","","1137","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05226*","Ilya Altybarmakyan","(N/A)","F","F","","1138","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yfk*","Matthew Alvaro","(N/A)","F","F","","1139","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004of*","Karl Alzner","(N/A)","D","D","","1140","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ltz*","Colby Ambrosio","COL","F","F","","1141","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*076y6*","Lucas Ambrosio","LAK","D","D","R","1142","FA","18","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01n8c*","Seth Ambroz","(N/A)","F","F","","1143","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01dlp*","Andres Ambuhl","(N/A)","F","F","","1144","FA","43","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06sqi*","Carter Amico","PHI","D","D","","1145","SPG","19","0","MNR","0","9%","-2%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06uhb*","Lirim Amidovski","MIN","F","F","","1146","FA","19","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*078c5*","Nathan Amidovski","(N/A)","F","F","","1147","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0440q*","Ty Amonte","(N/A)","F","F","","1148","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031qi*","Terrance Amorosa","MTL","D","D","","1149","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*076q4*","Landon Amrhein","(N/A)","F","F","","1150","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03aqr*","Sam Anas","WSH","F","F","","1151","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mbf*","Daniil Anatsky","(N/A)","F","F","","1152","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*065h0*","Julien Anctil","DET","F","F","","1153","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*076x8*","Morgan Anderberg","TBL","F","F","R","1154","FA","18","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03qb9*","Niclas Andersen","(N/A)","D","D","","1155","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*074me*","Poul Andersen","(N/A)","F","F","","1156","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*00zfw*","Chad Anderson","MTL","D","D","","1158","FA","44","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*076xp*","Darian Anderson","NYR","F","F","R","1159","FA","19","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ay3*","Hunter Anderson","(N/A)","F","F","","1160","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0746e*","Jack Anderson","DAL","D","D","","1162","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042wa*","Joey Anderson","CHI","F","F","","1163","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060pr*","Kent Anderson","(N/A)","D","D","","1164","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*07940*","Matt Anderson","TOR","F,D","D","","1165","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f0s*","Jaret Anderson-Dolan","(N/A)","F","F","","1166","FA","27","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0760l*","Adam Andersson","MIN","F","F","R","1167","FA","18","1,000,000","FA","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f8p*","Anton Andersson","STL","D","D","","1168","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qy9*","Axel Andersson","(N/A)","D","D","","1169","FA","26","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02nqm*","Calle Andersson","(N/A)","D","D","","1170","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01bvg*","Joakim Andersson","(N/A)","F","F","","1171","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*048wz*","Lias Andersson","MTL","F","F","","1172","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*07740*","Ludvig Andersson","(N/A)","F","F","","1173","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uos*","Peter Andersson","(N/A)","D","D","","1174","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rim*","Yusaku Ando","(N/A)","F","F","","1175","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o66*","Corey Andonovski","FLA","F","F","","1176","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
